Defense,Offense,Text
Connecticut,Boston College,"Patrick Towles pass complete to Michael Walker for 22 yds to the UConn 9 for a 1ST down CONNECTICUT Penalty, Defensive holding ( Yards) declined for a 1ST down"
Wake Forest,Boston College,"Patrick Towles run for 12 yds to the BC 40 for a 1ST down WAKE FOREST Penalty, Defensive holding ( Yards) declined for a 1ST down"
Wake Forest,Boston College,"Mike Knoll punt for 37 yds, fair catch by Jessie Bates III at the WAKEFOREST 37 WAKE FOREST Penalty, roughing the kicker ( Yards) declined"
Wake Forest,Boston College,"Anthony Brown pass incomplete to Tommy Sweeney BOSTON COLLEGE Penalty, illegal formation ( Yards) declined"
Boston College,Wake Forest,"Cade Carney run for 3 yds to the WFrst 30 WAKE FOREST Penalty, HL ( Yards) declined"
Wake Forest,Boston College,"Anthony Brown pass incomplete to Tommy Sweeney, broken up by Cameron Glenn BOSTON COLLEGE Penalty, ineligible downfield on pass ( Yards) declined"
Central Michigan,Boston College,"Anthony Brown pass complete to Kobay White for 4 yds to the BC 43 BOSTON COLLEGE Penalty, Offensive pass interference ( Yards) declined"
Louisville,Boston College,"Jeff Smith pass incomplete BOSTON COLLEGE Penalty, illegal formation ( Yards) declined"
Connecticut,Boston College,"Darius Wade pass complete to Chris Garrison for 2 yds for a TD, (Colton Lichtenberg KICK) CONNECTICUT Penalty, offside defense ( Yards) declined"
Boston College,Connecticut,"David Pindell pass incomplete to Quayvon Skanes CONNECTICUT Penalty, Offensive pass interference ( Yards) declined"
Boston College,Connecticut,"David Pindell pass complete to Aaron McLean for 12 yds to the UConn 27 for a 1ST down BOSTON COLLEGE Penalty, offside defense ( Yards) declined for a 1ST down"
Boston College,Connecticut,"David Pindell pass complete to Aaron McLean for 15 yds to the BC 14 for a 1ST down BOSTON COLLEGE Penalty, offside defense ( Yards) declined for a 1ST down"
Boston College,Syracuse,"Rex Culpepper pass incomplete to Ervin Philips SYRACUSE Penalty, Offensive pass interference ( Yards) declined"
UMass,Boston College,"Grant Carlson punt for 49 yds, downed at the BOSTCOLL 28 MASSACHUSETTS Penalty, roughing the kicker ( Yards) declined"
Holy Cross,Boston College,"AJ Dillon run for 9 yds to the BC 47 HOLY CROSS Penalty, offside defense ( Yards) declined"
Holy Cross,Boston College,"Danny Longman kickoff for 65 yds , Spencer Gilliam return for 16 yds to the BOSTCOLL 49 HOLY CROSS Penalty, HL (8 Yards) declined"
Holy Cross,Boston College,"Anthony Brown sacked by Mark Ebo for a loss of 5 yards to the BOSTCOLL 48 BOSTON COLLEGE Penalty, HL ( Yards) declined"
Boston College,Holy Cross,"Emmett Clifford pass intercepted for a TD Hamp Cheevers return for 81 yds for a TD HOLY CROSS Penalty, HL ( Yards) declined (John Tessitore PAT MISSED)"
Boston College,Temple,"Anthony Russo pass complete to Isaiah Wright for 11 yds to the Temp 39 BOSTON COLLEGE Penalty, offside defense ( Yards) declined"
Boston College,Temple,"Anthony Russo pass complete to Ventell Bryant for 20 yds to the BC 1 for a 1ST down BOSTON COLLEGE Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Louisville,Boston College,"David Bailey run for 7 yds to the BC 18 for a 1ST down LOUISVILLE Penalty, offside defense ( Yards) declined for a 1ST down"
Virginia Tech,Boston College,"Anthony Brown pass complete to Travis Levy for 2 yds to the BC 46 BOSTON COLLEGE Penalty, Offensive holding ( Yards) declined"
Virginia Tech,Boston College,"Anthony Brown pass complete to Tommy Sweeney for 37 yds to the VATECH 38 for a 1ST down VIRGINIA TECH Penalty, Defensive holding ( Yards) declined for a 1ST down"
Boston College,Syracuse,"Eric Dungey pass complete to Sharod Johnson for 34 yds to the BOSTCOLL 37 for a 1ST down BOSTON COLLEGE Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Virginia Tech,Boston College,"Grant Carlson punt for 48 yds , Hezekiah Grimsley returns for 7 yds to the VTech 31 VIRGINIA TECH Penalty, roughing the kicker ( Yards) declined"
Boston College,Richmond,"Jake Larson 36 yd FG GOOD BOSTON COLLEGE Penalty, Defensive offside ( Yards) declined"
Richmond,Boston College,"Pat Garwo III run for 24 yds to the BC 45 for a 1ST down RICHMOND Penalty, Defensive offside ( Yards) declined for a 1ST down"
Richmond,Boston College,"Matt Valecce run for a loss of 1 yard to the BC 25 BOSTON COLLEGE Penalty, illegal formation ( Yards) declined"
Boston College,Wake Forest,"Jamie Newman pass complete to Sage Surratt for 6 yds for a TD BOSTON COLLEGE Penalty, Defensive pass interference ( Yards) declined, (Nick Sciba KICK)"
Wake Forest,Boston College,"David Bailey run for 6 yds to the WFrst 27 for a 1ST down WAKE FOREST Penalty, substitution infraction ( Yards) declined for a 1ST down"
Boston College,NC State,"Devin Leary pass incomplete NC STATE Penalty, illegal formation ( Yards) declined"
Boston College,Florida State,"James Blackman pass complete to Cam Akers for no gain to the FlaSt 49 FLORIDA ST Penalty, Offensive holding ( Yards) declined"
Pittsburgh,Boston College,"Phil Jurkovec run for 2 yds for a TD (Aaron Boumerhi KICK) PITTSBURGH Penalty, Defensive offside ( Yards) declined"
Boston College,Pittsburgh,"Kenny Pickett pass complete to Jared Wayne for 10 yds to the Pitt 40 for a 1ST down BOSTON COLLEGE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Boston College,Pittsburgh,"Kenny Pickett pass complete to Jared Wayne for 14 yds to the BOSTCOLL 37 BOSTON COLLEGE Penalty, Defensive pass interference ( Yards) declined"
Pittsburgh,Boston College,"Phil Jurkovec pass incomplete to Zay Flowers BOSTON COLLEGE Penalty, Offensive holding ( Yards) declined"
Boston College,Pittsburgh,"Kenny Pickett pass incomplete to DJ Turner PITTSBURGH Penalty, illegal shift ( Yards) declined"
Georgia Tech,Boston College,"Phil Jurkovec pass complete to CJ Lewis for 7 yds for a TD GEORGIA TECH Penalty, Defensive offside ( Yards) declined BOSTON COLLEGE Penalty, false start (-5 Yards) to the GTech 8 (Aaron Boumerhi KICK)"
Boston College,Louisville,"James Turner 24 yd FG GOOD BOSTON COLLEGE Penalty, roughing the kicker ( Yards) declined"
Boston College,Virginia,"Ronnie Walker Jr. run for 3 yds to the Virg 14 VIRGINIA Penalty, illegal block ( Yards) declined"
UMass,Boston College,"Phil Jurkovec pass complete to Trae Barry for 17 yds to the UMass 24 for a 1ST down MASSACHUSETTS Penalty, Defensive holding ( Yards) declined for a 1ST down"
Boston College,Temple,"Justin Lynch pass incomplete TEMPLE Penalty, turnover on downs. PENALTY Holding on MOORE, Isaac ( Yards) declined"
Boston College,Syracuse,"BOSTON COLLEGE Penalty, Holding Personal Foul enforced (Jaelen Gill) declined for a 1ST down"
Western Kentucky,Bowling Green,"Matt Johnson pass complete to Gehrig Dieter for 14 yds to the WKent 35 for a 1ST down WESTRN KENTUCKY Penalty, Defensive holding ( Yards) declined for a 1ST down"
Wisconsin,Bowling Green,"James Knapke pass incomplete BOWLING GREEN Penalty, Offensive Holding ( Yards) declined"
Wisconsin,Bowling Green,"James Knapke pass complete to Roger Lewis for 12 yds to the BwGrn 30 BOWLING GREEN Penalty, Offensive Holding ( Yards) declined"
Bowling Green,UMass,"Blake Frohnapfel pass complete to Rodney Mills for 32 yds for a TD BOWLING GREEN Penalty, Defensive holding ( Yards) declined, (Blake Lucas KICK)"
Bowling Green,UMass,"Blake Frohnapfel pass complete to Tajae Sharpe for 34 yds to the UMASS 42 for a 1ST down BOWLING GREEN Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Bowling Green,UMass,"Blake Frohnapfel pass complete to Tajae Sharpe for 18 yds for a TD BOWLING GREEN Penalty, Defensive pass interference ( Yards) declined, (Blake Lucas KICK)"
Bowling Green,Buffalo,"Joe Licata 1 Yd Run (Patrick Clarke Kick), (Patrick Clarke KICK) BOWLING GREEN Penalty, offside defense ( Yards) declined"
Bowling Green,Buffalo,"Anthone Taylor run for 1 yd for a TD BOWLING GREEN Penalty, offside defense ( Yards) declined, (Patrick Clarke KICK)"
Bowling Green,Ohio,"A.J. Ouellette run for 2 yds to the BwGrn 8 OHIO Penalty, illegal procedure ( Yards) declined"
Ohio,Bowling Green,"James Knapke pass incomplete to Roger Lewis BOWLING GREEN Penalty, ineligible downfield on pass ( Yards) declined"
Ohio,Bowling Green,"James Knapke pass incomplete BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
Western Michigan,Bowling Green,"Andre Givens run for 2 yds for a TD, (Tyler Tate KICK) WESTRN MICHIGAN Penalty, offside defense (NA) declined"
Bowling Green,Western Michigan,"Jarvion Franklin run for 7 yds to the BwGrn 17 Jarvion Franklin fumbled, forced by Jude Adjei-Barimah, recovered by WMich for a 1ST down BOWLING GREEN Penalty, substitution infraction (NA) declined for a 1ST down"
Bowling Green,Kent State,"Colin Reardon pass complete to Chris Humphrey for 24 yds to the BwGrn 14 for a 1ST down BOWLING GREEN Penalty, Defensive Pass Interference ( Yards) declined for a 1ST down"
Maryland,Bowling Green,"Matt Johnson pass complete to Roger Lewis for 19 yds to the MARYLAND 40 for a 1ST down MARYLAND Penalty, Defensive offside ( Yards) declined for a 1ST down"
Maryland,Bowling Green,"Matt Johnson pass complete to Ryan Burbrink for 10 yds to the Mary 8 for a 1ST down MARYLAND Penalty, offside defense ( Yards) declined for a 1ST down"
Bowling Green,Memphis,"Paxton Lynch pass complete to Daniel Montiel for 6 yds for a TD, (Jake Elliott KICK) BOWLING GREEN Penalty, offside defense ( Yards) declined"
Memphis,Bowling Green,"Matt Johnson pass complete to Roger Lewis for 13 yds to the BwGrn 23 for a 1ST down MEMPHIS Penalty, Defensive holding ( Yards) declined for a 1ST down"
Bowling Green,Memphis,"Paxton Lynch pass incomplete to Mose Frazier MEMPHIS Penalty, illegal forward pass ( Yards) declined"
Bowling Green,Purdue,"David Blough pass complete to D.J. Knox for 7 yds to the Prdue 37 for a 1ST down BOWLING GREEN Penalty, substitution infraction ( Yards) declined for a 1ST down"
Purdue,Bowling Green,"Matt Johnson pass complete to Gehrig Dieter for 29 yds to the PURDUE 38 for a 1ST down PURDUE Penalty, Defensive offside ( Yards) declined for a 1ST down"
Bowling Green,Buffalo,"Tyler Grassman kickoff for 62 yds , Scott Miller return for 23 yds to the BUFFALO 42 BUFFALO Penalty, Defensive offside (-15 Yards) declined"
Bowling Green,Buffalo,"Joe Licata pass complete to Ron Willoughby for 5 yds for a TD BOWLING GREEN Penalty, Defensive pass interference ( Yards) declined, (Adam Mitcheson PAT MISSED)"
Kent State,Bowling Green,"Matt Johnson pass complete to Ronnie Moore for 35 yds to the KENTST 41 for a 1ST down KENT ST Penalty, offside defense ( Yards) declined for a 1ST down"
Bowling Green,Kent State,"George Bollas run for 2 yds to the KntSt 23 KENT ST Penalty, Offensive holding ( Yards) declined"
Kent State,Bowling Green,"Matt Johnson pass complete to Roger Lewis for 64 yds for a TD KENT ST Penalty, offside defense ( Yards) declined, (Tyler Tate KICK)"
Ohio,Bowling Green,"Matt Johnson pass incomplete BOWLING GREEN Penalty, Ineligible Downfield on Pass (Alex Huettel) declined"
Bowling Green,Ohio,"Derrius Vick pass complete to Sebastian Smith for no gain to the Ohio 25 OHIO Penalty, Offensive Holding (Jordan Reid) declined"
Bowling Green,North Dakota,"Austin Dussold punt for 44 yds , Scott Miller returns for 10 yds to the BOWLGREEN 40 BOWLING GREEN Penalty, illegal defense ( Yards) declined"
Memphis,Bowling Green,"James Morgan pass incomplete to Scott Miller BOWLING GREEN Penalty, personal foul ( Yards) declined"
Eastern Michigan,Bowling Green,"Fred Coppet run for 6 yds to the BwGrn 37 Fred Coppet fumbled, forced by Pat O'Connor, recovered by BwGrn James Morgan for a 1ST down EASTRN MICHIGAN Penalty, encroachment ( Yards) declined for a 1ST down"
Bowling Green,Ohio,"Bo Hardy run for no gain to the BwGrn 21 OHIO Penalty, illegal motion ( Yards) declined"
Northern Illinois,Bowling Green,"James Morgan pass complete to Ronnie Moore for 37 yds for a TD NORTHERNIL Penalty, Defensive Pass Interference (Tre Harbison) declined, (Jake Suder PAT BLOCKED)"
South Dakota,Bowling Green,"Josh Cleveland run for 1 yd to the SDako 41 BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
South Dakota,Bowling Green,"James Morgan pass complete to Teo Redding for 14 yds to the BwGrn 36 for a 1ST down SOUTH DAKOTA Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Middle Tennessee,Bowling Green,"Jarret Doege pass complete to Teo Redding for 24 yds to the BwGrn 49 for a 1ST down MIDDLE TENN Penalty, illegal block ( Yards) declined for a 1ST down"
Bowling Green,Miami (OH),"Gus Ragland pass complete to James Gardner for 32 yds for a TD BOWLING GREEN Penalty, OF ( Yards) declined, (Samuel Sloman PAT MISSED)"
Miami (OH),Bowling Green,"Andrew Clair run for 21 yds to the MIAMIOH 36 for a 1ST down MIAMI OH Penalty, substitution infraction ( Yards) declined for a 1ST down"
Bowling Green,Oregon,"CJ Verdell run for 11 yds to the OREGON 43 for a 1ST down BOWLING GREEN Penalty, offside defense ( Yards) declined for a 1ST down"
Bowling Green,Oregon,"Justin Herbert pass complete to Jaylon Redd for 48 yds for a TD BOWLING GREEN Penalty, Defensive holding ( Yards) declined, (Zach Emerson KICK)"
Eastern Kentucky,Bowling Green,"Jarret Doege pass complete to Quintin Morris for 24 yds for a TD EASTRN KENTUCKY Penalty, offside defense ( Yards) declined (Nate Needham KICK)"
Eastern Kentucky,Bowling Green,"Jarret Doege pass complete to Deric Phouthavong for 22 yds for a TD EASTRN KENTUCKY Penalty, offside defense ( Yards) declined (Two-Point Conversion failed)"
Bowling Green,Toledo,"Eli Peters pass complete to Cody Thompson for 19 yds to the BwGrn 14 for a 1ST down BOWLING GREEN Penalty, Defensive pass interference (7 Yards) declined for a 1ST down"
Bowling Green,Western Michigan,"Jon Wassink pass intercepted Clint Stephens return for no gain to the BwGrn 22 WESTRN MICHIGAN Penalty, ineligible downfield on pass ( Yards) declined"
Western Michigan,Bowling Green,"Jarret Doege pass complete to Bryson Denley for 28 yds to the BwGrn 49 for a 1ST down WESTRN MICHIGAN Penalty, offside defense ( Yards) declined for a 1ST down"
Western Michigan,Bowling Green,"Jarret Doege pass complete to Ra'veion Hargrove for no gain to the WMich 22 BOWLING GREEN Penalty, illegal shift ( Yards) declined"
Ohio,Bowling Green,"Matt Naranjo punt for 43 yds, downed at the OHIO 31 OHIO Penalty, Offensive offside ( Yards) declined"
Bowling Green,Ohio,"Nathan Rourke pass complete to Andrew Meyer for 24 yds for a TD BOWLING GREEN Penalty, Defensive offside ( Yards) declined (Louie Zervos KICK)"
Ohio,Bowling Green,"Rico Frye run for 1 yd to the BwGrn 15 BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
Ohio,Bowling Green,"Matt Naranjo punt for 42 yds , Papi White returns for a loss of 4 yards to the Ohio 25 OHIO Penalty, illegal block (11 Yards) declined"
Bowling Green,Ohio,"Michael Farkas kickoff for 64 yds , Ra'veion Hargrove return for 13 yds to the BwGrn 48 BOWLING GREEN Penalty, personal foul (7 Yards) declined"
Bowling Green,Kent State,"Woody Barrett pass incomplete KENT ST Penalty, ineligible downfield on pass ( Yards) declined"
Kent State,Bowling Green,"Jarret Doege pass complete to Quintin Morris for 42 yds to the BOWLGREEN 20 for a 1ST down KENT ST Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Kent State,Bowling Green,"Jarret Doege pass complete to Noah Massey for 12 yds for a TD KENT ST Penalty, encroachment ( Yards) declined KENT ST Penalty, illegal participation (1 Yards) to the KntSt 2 (Nate Needham KICK)"
Central Michigan,Bowling Green,"Jarret Doege pass complete to Scott Miller for 2 yds to the CMich 6 BOWLING GREEN Penalty, Offensive pass interference ( Yards) declined"
Kansas State,Bowling Green,"Darius Wade pass incomplete to Davon Jones BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
Louisiana Tech,Bowling Green,"Darius Wade run for no gain to the LaTch 43 BOWLING GREEN Penalty, illegal formation ( Yards) declined"
Louisiana Tech,Bowling Green,"Andrew Clair run for 9 yds to the LaTch 4 for a 1ST down LOUISIANA TECH Penalty, substitution infraction ( Yards) declined for a 1ST down"
Bowling Green,Toledo,"Carter Bradley run for 2 yds to the Toled 23 TOLEDO Penalty, Offensive holding ( Yards) declined"
Bowling Green,Central Michigan,"Quinten Dormady pass complete to Kalil Pimpleton for 8 yds to the BwGrn 32 BOWLING GREEN Penalty, substitution infraction ( Yards) declined"
Bowling Green,Miami (OH),"Jaylon Bester run for 1 yd for a TD BOWLING GREEN Penalty, Defensive offside ( Yards) declined (Sam Sloman KICK)"
Miami (OH),Bowling Green,"Grant Loy pass incomplete to Austin Dorris BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
Miami (OH),Bowling Green,"Grant Loy run for no gain to the BwGrn 40 BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
Bowling Green,Buffalo,"Jaret Patterson run for 1 yd for a TD BOWLING GREEN Penalty, Defensive offside ( Yards) declined (Alex McNulty KICK)"
Bowling Green,Toledo,"Eli Peters pass complete to Bryant Koback for 2 yds for a TD BOWLING GREEN Penalty, offside defense ( Yards) declined (Thomas Cluckey PAT MISSED)"
Toledo,Bowling Green,"Matt McDonald pass incomplete to Julian Ortega-Jones BOWLING GREEN Penalty, Offensive holding ( Yards) declined"
